142.59,145.64,144.16,140.51,144.19,144.21,144.82,145.01,140.85,139.25,141.56,143.63,139.50,140.65,143.30,141.79,144.27,144.77,141.51,143.79,143.36,142.97,146.95,139.72,145.86,140.16,140.11,145.16,144.69,140.86,139.98,139.31,144.18,141.99,140.18,142.39,144.52,144.79,143.17,145.19,141.77,146.98,143.03,140.82,141.43,140.76,141.18,138.77,143.36,139.58,142.81,141.06,142.70,139.18,146.02,143.62,145.21,145.23,139.38,143.33,148.54,140.79,150.40,140.77,144.33,143.13,148.68,140.67,142.65,141.66,145.00,145.57,142.05,138.60,143.34,136.69,143.63,139.39,136.89,139.61,143.28,145.94,142.35,143.90,146.63,143.61,145.91,146.27,141.22,141.97,147.13,135.07,142.86,145.07,139.15,141.45,143.28,145.11,144.90,142.51,150.97,139.98,139.43,146.18,143.58,144.62,140.32,145.27,141.62,145.84,140.50,144.73,142.80,146.84,142.98,143.59,150.94,145.53,144.61,144.14,143.63,141.39,136.99,141.87,145.26,138.79,139.10,143.24,147.54,142.60,145.79,141.06,141.61,147.74,145.75,143.85,141.77,141.33,144.76,142.51,149.85,142.21,143.52,140.58,139.11,143.14,139.17,145.38,146.11,142.39,146.23,136.79,149.92,139.56,144.96,139.75,144.20,140.60,151.57,145.11,152.22,150.38,143.42,141.94,145.88,149.24,140.50,138.88,145.91,152.40,145.09,140.83,142.83,146.90,145.30,145.03,139.83,140.58,145.93,142.07,139.40,136.77,147.00,144.62,152.03,139.83,150.42,146.51,144.95,142.19,139.18,140.33,137.34,142.98,141.02,142.73,136.95,140.92,150.04,145.84,143.46,140.90,149.85,139.80,144.12,145.65,144.64,155.09,149.88,140.24,144.36,141.95,138.66,141.24,141.11,142.40,145.97,135.17,144.80,144.17,143.99,143.43,141.47,147.93,142.61,140.08,142.15,143.60,142.49,154.17,152.11,140.11,151.44,142.37,144.95,145.86,141.33,139.83,144.78,137.50,146.64,140.15,143.12,142.72,148.25,140.15,140.48,140.96,148.79,137.84,143.49,140.94,152.54,137.55,139.52,144.97,144.65,146.06,147.06,143.25,146.31,144.72,144.05,141.68,144.02,148.99,141.88,137.98,137.65,139.47,141.58,141.84,135.74,147.42,139.22,158.90,140.87,142.04,143.62,141.41,135.78,135.85,141.95,141.22,147.84,149.22,141.21,143.32,140.93
3.15,3.93,2.72,3.24,2.11,2.61,2.66,3.19,3.42,2.00,3.99,2.47,3.03,2.97,1.51,3.87,2.36,2.49,4.53,2.63,0.74,0.84,3.92,1.99,3.71,2.86,2.50,3.91,3.08,3.50,2.31,0.71,3.21,4.93,2.90,4.12,2.65,3.12,0.43,2.87,3.11,6.48,4.17,3.36,3.46,1.53,3.29,0.94,0.59,0.96,1.16,2.30,2.85,1.29,4.45,3.25,3.36,3.40,2.23,0.53,5.02,4.02,0.74,1.17,2.85,0.84,2.90,0.76,3.32,4.37,3.32,2.26,3.55,0.85,0.51,0.68,1.84,0.70,0.45,0.34,0.45,4.55,0.73,4.73,1.78,0.47,4.22,2.47,2.61,3.96,2.13,0.56,0.67,1.04,0.16,3.15,0.46,2.21,0.80,5.61,0.89,0.36,0.77,3.81,0.08,0.26,0.00,0.73,0.99,1.39,0.06,0.16,0.36,1.10,0.35,0.41,0.89,0.31,3.29,0.08,1.21,4.25,0.13,2.51,0.44,0.95,0.35,3.17,3.01,0.30,0.27,0.00,0.11,5.38,0.12,0.61,1.36,0.32,0.38,0.17,1.61,1.26,0.01,0.33,0.32,0.31,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Convergence events: 
0.97
0.23
0.90
0.76
0.90
0.90
0.84
0.77
