159.67,162.73,162.95,158.91,162.95,162.69,154.56,158.03,163.84,158.69,162.71,158.04,165.05,162.15,161.75,159.87,165.40,158.54,157.61,163.43,161.30,160.39,157.88,164.79,154.61,157.47,162.80,154.53,156.58,159.79,157.58,166.22,156.03,156.89,162.64,154.56,157.03,162.25,163.31,158.17,163.75,163.71,156.04,159.47,167.27,162.57,159.45,161.04,155.31,164.04,163.02,160.47,159.94,165.15,167.03,155.29,163.73,166.35,167.09,154.55,159.10,158.14,166.60,161.10,166.84,157.92,160.87,154.00,156.82,165.89,167.67,161.17,160.47,159.30,161.80,165.39,154.31,163.55,162.72,165.40,169.56,170.05,157.50,159.80,162.86,158.83,155.52,157.42,157.94,163.40,163.94,158.80,160.63,160.10,150.89,166.19,168.37,157.69,161.68,157.40,157.17,162.29,154.46,167.32,163.13,161.09,170.26,152.09,164.84,158.61,165.08,156.95,155.70,165.27,158.55,155.86,156.72,163.05,159.20,165.38,164.04,153.55,159.03,167.03,148.21,155.82,167.84,170.41,162.00,172.49,165.69,164.95,161.88,163.62,160.22,164.57,163.14,164.99,166.20,169.30,151.10,155.04,158.05,166.44,161.71,161.03,166.17,156.96,169.92,155.03,152.53,163.20,157.68,156.09,166.05,166.85,162.91,158.44,165.57,170.06,166.23,166.00,167.37,167.69,153.09,152.66,168.98,157.87,152.47,167.15,168.09,157.68,153.88,152.18,148.86,164.61,152.46,158.88,157.10,155.26,167.38,169.20,162.17,162.66,163.73,152.19,161.64,165.49,165.62,152.92,163.38,157.52,170.71,154.20,151.62,152.96,159.09,154.95,163.66,162.02,168.00,152.55,155.72,164.58,153.77,149.76,170.43,147.74,149.04,167.46,158.62,169.01,161.83,165.51,159.36,152.33,163.47,167.65,148.97,166.08,153.79,149.67,153.34,165.90,170.27,154.11,151.62,165.61,152.99,168.18,169.33,154.61,171.21,162.37,172.32,153.61,162.22,167.47,159.97,157.08,166.16,156.69,167.96,153.01,150.41,156.93,166.45,164.17,155.31,170.65,163.58,164.67,164.23,152.55,163.16,168.96,160.04,158.02,168.96,157.13,167.82,148.54,164.31
5.98,6.03,6.09,6.00,5.88,5.67,5.63,5.54,5.37,6.03,5.58,4.64,4.67,6.72,4.95,5.58,4.31,5.78,6.53,6.38,5.16,4.88,6.27,4.88,6.17,6.10,6.38,5.51,6.80,5.79,6.09,2.81,5.96,4.42,6.79,5.37,5.66,2.16,5.03,4.72,4.51,6.07,4.49,6.06,0.99,5.60,5.91,5.65,0.98,4.74,6.50,3.77,5.79,5.23,0.47,6.35,3.49,2.94,1.74,5.87,5.38,5.08,2.26,3.16,1.82,6.03,5.46,5.21,3.55,4.24,2.21,3.37,5.63,7.47,5.81,0.53,1.58,0.49,0.38,6.39,0.76,0.62,0.97,0.77,0.80,5.80,2.84,3.31,7.40,4.93,7.95,5.75,6.95,3.56,0.15,6.03,0.82,4.33,6.71,0.64,4.14,4.85,0.21,0.91,0.01,0.86,0.25,1.76,0.14,3.68,3.86,0.84,1.64,0.53,0.30,1.91,6.07,0.21,0.39,0.13,1.21,0.20,6.82,0.73,0.13,7.18,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Convergence events: 
0.89
0.95
0.73
0.19
0.70
0.80
0.20
0.29
