Nestedness: 25.8672465611
Nestedness: 25.9400747912
Nestedness: 24.2892333215
Nestedness: 26.2927128666
Nestedness: 28.5380683644
Nestedness: 28.8774198248
Nestedness: 25.4573484104
Nestedness: 25.9646305188
Nestedness: 26.2085160177
Nestedness: 26.9601263921
Nestedness: 25.7271324128
Nestedness: 26.9637139677
Nestedness: 25.8236900233
Nestedness: 26.2004525216
Nestedness: 28.0506607473
Nestedness: 25.7180252604
Nestedness: 25.8354052036
Nestedness: 24.2262416179
Nestedness: 26.7230360193
Nestedness: 26.5039628245
